2021-06-28-08:41:04.478  1 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value True for EnableLogging setting
2021-06-28-08:41:04.642  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value https://teams.microsoft.com/api/authsvc/ for AuthZBaseUrl setting
2021-06-28-08:41:04.642  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value 1033 for Language setting
2021-06-28-08:41:04.642  4 Info Microsoft.Teams.MeetingAddin.Application OnStartup Entry
2021-06-28-08:41:04.657  4 Info Microsoft.Teams.MeetingAddin.AddinLoadTimeReporter .ctor Entry
2021-06-28-08:41:04.657  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value False for ReportAccurateLoadTime setting
2021-06-28-08:41:04.657  4 Info Microsoft.Teams.MeetingAddin.AddinLoadTimeReporter .ctor Registering for setting changed events
2021-06-28-08:41:04.660  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer .ctor Filesystem watcher initialized
2021-06-28-08:41:04.666  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer .ctor Filesystem watcher initialized
2021-06-28-08:41:04.669  4 Info Microsoft.Teams.MeetingAddin.Application SetupLanguage Entry
2021-06-28-08:41:04.669  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Store Storing Language setting with value 1033
2021-06-28-08:41:04.669  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed Language changed. Firing change event
2021-06-28-08:41:04.669  5 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer LoadSettingsFromFile Entry
2021-06-28-08:41:04.669  4 Info Microsoft.Teams.MeetingAddin.Application SetupLanguage Outlook Language: 1033; IsSupportedByAddin: True; Aggregated Addin Language: 1033
2021-06-28-08:41:04.669  4 Info Microsoft.Teams.MeetingAddin.Application SetupLanguage Current addin language: en-US
2021-06-28-08:41:04.679  6 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer LoadSettingsFromFile Entry
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Application EnsureRibbonController ribbonController is null. Creating it
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.View.AppointmentFactory .ctor Entry
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value 120 for MeetingAddinCacheInitTimerInSeconds setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Factory.HttpClientFactory CreateAuthZHttpClient Entry
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value https://teams.microsoft.com/api/authsvc/ for AuthZBaseUrl setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Factory.HttpClientFactory CreateMiddleTierHttpClient Entry
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value https://teams.microsoft.com/api/mt/amer/ for MiddleTierServiceUrl setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value False for EnableStructuredMeetingDialog setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value False for IgnoreEMOOutlookSetting setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Lookup Returning default value False for EnableEveryMeetingOnline setting
2021-06-28-08:41:04.680  4 Info Microsoft.Teams.MeetingAddin.MT.MTRequestAsync InitializeMTProperties Entry
2021-06-28-08:41:04.695  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView Application_Initialized Entry
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.NewMeetingRibbonElement .ctor Created a NewMeetingRibbonElement with id Explorer_MailTab_NewItemMenu_NewMeetingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.NewMeetingRibbonElement .ctor Created a NewMeetingRibbonElement with id Explorer_CalendarTab_NewItemMenu_NewMeetingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.JoinMeetingRibbonElement .ctor Created a JoinMeetingRibbonElement with id Explorer_CalendarTab_SelectedMeeting_RightClickMenu_JoinMeetingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.TeamsMeetingSettingsRibbonElement .ctor Created a TeamsMeetingSettingsRibbonElement with id Appointment_SettingsButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.MeetNowRibbonElement .ctor Created a MeetNowRibbonElement with id Explorer_CalendarTab_MeetNowButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RemoveTeamsMeetingRibbonElement .ctor Created a RemoveTeamsMeetingRibbonElement with id Appointment_RemoveMeetingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.LobbyOptionsRibbonElement .ctor Created a LobbyOptionsRibbonElement with id Appointment_LobbyOptionsButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.LobbyOptionsRibbonElementOutsideSettings .ctor Created a LobbyOptionsRibbonElementOutsideSettings with id Appointment_LobbyOptionsButtonOutsideSettings
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.TeamsMeetingSettingsRibbonElement .ctor Created a TeamsMeetingSettingsRibbonElement with id Appointment_SettingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonGroupElement .ctor Created a RibbonGroupElement with id Explorer_CalendarTab_TeamsMeetingGroup
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.NewMeetingRibbonElement .ctor Created a NewMeetingRibbonElement with id Explorer_CalendarTab_NewMeetingButton
2021-06-28-08:41:04.702  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.MeetNowRibbonElement .ctor Created a MeetNowRibbonElement with id Explorer_CalendarTab_MeetNowButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView AddGroup Added group Explorer_CalendarTab_TeamsMeetingGroup,Children Count=2
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonGroupElement .ctor Created a RibbonGroupElement with id Explorer_CalendarTab_SelectedMeetingGroup
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.JoinMeetingRibbonElement .ctor Created a JoinMeetingRibbonElement with id Explorer_CalendarTab_SelectedMeeting_JoinMeetingButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView AddGroup Added group Explorer_CalendarTab_SelectedMeetingGroup,Children Count=1
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonGroupElement .ctor Created a RibbonGroupElement with id Explorer_CalendarTab_SelectedRecurringMeetingGroup
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.JoinMeetingRibbonElement .ctor Created a JoinMeetingRibbonElement with id Explorer_CalendarTab_SelectedRecurringMeeting_JoinMeetingButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView AddGroup Added group Explorer_CalendarTab_SelectedRecurringMeetingGroup,Children Count=1
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonGroupElement .ctor Created a RibbonGroupElement with id Appointment_TeamsMeetingGroup
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.NewMeetingRibbonElement .ctor Created a NewMeetingRibbonElement with id Appointment_NewMeetingButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.JoinMeetingRibbonElement .ctor Created a JoinMeetingRibbonElement with id Appointment_JoinMeetingButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.LobbyOptionsRibbonElementOutsideSettings .ctor Created a LobbyOptionsRibbonElementOutsideSettings with id Appointment_LobbyOptionsButtonOutsideSettings
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.TeamsMeetingSettingsRibbonElement .ctor Created a TeamsMeetingSettingsRibbonElement with id Appointment_SettingsButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.LobbyOptionsRibbonElement .ctor Created a LobbyOptionsRibbonElement with id Appointment_LobbyOptionsButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RemoveTeamsMeetingRibbonElement .ctor Created a RemoveTeamsMeetingRibbonElement with id Appointment_RemoveMeetingButton
2021-06-28-08:41:04.708  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView AddGroup Added group Appointment_TeamsMeetingGroup,Children Count=4
2021-06-28-08:41:04.742  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView RegisterExplorer Entry
2021-06-28-08:41:04.742  4 Warn Microsoft.Teams.MeetingAddin.Telemetry.TelemetryContext AddDuration One of the checkpoints does not exist!
2021-06-28-08:41:04.742  4 Info Microsoft.Teams.MeetingAddin.Application OnStartup Exit
2021-06-28-08:41:04.937  6 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer LoadSettingsFromFile Settings loaded successfully! Attempts remaining = 5
2021-06-28-08:41:04.968  4 Info Microsoft.Teams.MeetingAddin.View.Ribbon.RibbonView Ribbon_Load Storing new ribbon object
2021-06-28-08:41:05.047  5 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer LoadSettingsFromFile Settings loaded successfully! Attempts remaining = 5
2021-06-28-08:41:05.530  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer ApplySettings Entry
2021-06-28-08:41:05.534  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting IsUserLoggedInToTeams in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.534  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed IsUserLoggedInToTeams changed. Firing change event
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting TeamsDeviceId in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsDeviceId changed. Firing change event
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting TeamsUserOID in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsUserOID changed. Firing change event
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting TeamsMachineId in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsMachineId changed. Firing change event
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting TeamsDesktopSessionId in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsDesktopSessionId changed. Firing change event
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer CheckForChanges Creating new setting TeamsUserUpn in Microsoft.Teams.MeetingAddin.Settings.TeamsDesktopConfigContainer
2021-06-28-08:41:05.539  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsUserUpn changed. Firing change event
2021-06-28-08:41:05.558  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer ApplySettings Entry
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer ApplySettings Applying settings for => {"version":"1.4.00.11161","environment":"Production","ring":"general","settings":{"enableMeetingAddin":true,"enablePstn":true,"enableSso":true,"enableMeetingAddinPrefetch":true,"meetingAddinEnableDelegateMeetingPrefetch":null,"meetingAddinCacheExpiryInDays":30,"meetingAddinDelegateCacheExpiryInDays":null,"meetingAddinCacheInitTimerInSeconds":120,"meetingAddinCacheMinimumCreatedTime":"2017-05-29T00:00:00Z","meetingAddinEnableSkipSchedulerForMeetingOccurrenceUpdate":null,"meetingAddinEnableTeamsAndOrganizerAccountTenantComparison":null,"meetingAddinEnableTelemetryUsingMsoAriaTelemetry":true,"meetingAddinEnableCustomAddinVersionInTelemetry":true,"meetingAddinEnableTelemetryContextFix":null,"meetingAddinEnableConcurrentTaskManagerTelemetry":null,"meetingAddinEnableMeetingRefreshOnParticipantUpdate":null,"meetingAddinEnableMeetingRefreshTelemetry":null,"meetingAddinEnableStructuredMeetingDialogV2":null,"meetingAddinEnableConcurrencyTaskManagerForRecipientUpdate":null,"meetingAddinEnableAsyncParticipantUpdate":null,"meetingAddinEnableSkipStructuredMeetingDialogForUpdate":null,"meetingAddinEnableApiSimulationForMTParticipantCount":null,"meetingAddinStructuredMeetingMemberCountThreshold":null,"meetingAddinStructuredMeetingDlCountThreshold":null,"meetingAddinStructuredMeetingDialogMeetingRefreshDelay":null,"meetingAddinEnableStructuredMeetingDialogDynamicResize":null,"meetingAddinEnableStructuredMeetingDialogButtonEllipsis":null,"meetingAddinEnableStructuredMeetingDialogRTLOverride":null,"meetingAddinEnableStructuredMeetingDialogMessageBoxFont":null,"meetingAddinEnableMeetingModelRefreshAfterMeetingOptionsClose":null,"meetingAddinEnableCustomConnectionLimits":false,"meetingAddinCustomConnectionLimit":2,"meetingAddinOwnerResolutionModes":0,"meetingAddinCheckCalendarPermissionsForScheduling":true,"meetingAddinDelegateMeetingCacheBaseLocation":null,"meetingAddinEnableAsynchMeetingCancel":true,"meetingAddinEnableAsynchMeetingUpdate":true,"meetingAddinReportAccurateLoadTime":true,"meetingAddinAccurateLoadTimeReporterTimerInterval":60,"meetingAddinMaxOutlookEventsToRead":5,"meetingAddinEnableJoin":true,"meetingAddinEnsureJoinUrlEncoded":false,"meetingAddinEnableOnBehalfOfScheduling":true,"meetingAddinCheckDelegatePermissionsForScheduling":true,"meetingAddinReleaseComObjects":false,"meetingAddinBypassBrowserForJoin":true,"meetingAddinTeamsClientProtocolHandler":"msteams","meetingAddinBlockSchedulingTeamsMeetingOnSfbMeeting":true,"meetingAddinBlockSfbToTeamsMeetingConversionInNotOutlook2016":null,"meetingAddinRenewExpiredCachedMeetings":false,"meetingAddinCacheRenewalStartTimeBeforeExpiry":96,"meetingAddinDelegateCacheRenewInHoursBeforeExpiry":null,"meetingAddinDelegateMeetingCacheMinCreateTime":null,"enableTeamsMeetingForSipDevices":true,"enableTeamsMeetingForVtcConfRoomDevices":true,"enableEmailAddressThroughPropertyAccessor":null,"meetingAddinEnableBlockingSendMeetingOperation":null,"meetingAddinEnableBlockingBasedOnSchedulerServiceException":null,"meetingAddinEnableBlockingBasedOnHttpRequestException":null,"meetingAddinEnableBlockingBasedOnOAuthException":null,"meetingAddinEnableBlockingBasedOnServerError":null,"meetingAddinEnableBlockingBasedOnSslError":null,"meetingAddinEnableBlockingBasedOnGenericError":null,"meetingAddinEnableBlockingBasedOnWebException":null,"meetingAddinEnableBlockingBasedOnNetworkError":null,"meetingAddinEnableAdmissionTypeInMeetingRequest":null,"meetingAddinEnableOutlookNativeUX":null,"meetingAddinEnableSkypeToTeamsMeetingConversion":null,"meetingEnableSkypeCallDetailsMatchingByMAPIProperty":null,"meetingAddinAdal2Authority":null,"meetingAddinAdal2ClientID":null,"meetingAddinAdal2RedirectUri":null,"meetingAddinEnableOnBehalfofV2":null,"meetingAddinEnableStampingPstnProperties":null,"meetingAddinEnablePatchForBroadcast":true,"meetingAddinEnableStructuredMeeting":null,"meetingAddinDefaultThreadRoleBroadcast":null,"meetingAddinEnableUpdateMeetingPatchAPI":true,"meetingAddinEnableSelectionChangeBackgroundInvalidate":null,"meetingAddinEnableStampingPstnProperties2":null,"meetingAddinEnableAppointmentToMeetingConversion":true,"meetingAddinSchedulerServiceUrl":"https://api.scheduler.teams.microsoft.com","meetingAddinAudienceUrl":null,"meetingAddinAriaToken":"4768049d206d4143a2631a05151cbd12-04a3c22e-e18e-42ea-bc8e-a94b3a3c8b30-7180","meetingAddinAriaCollectorUrl":"https://mobile.pipe.aria.microsoft.com/Collector/3.0","meetingAddinMiddleTierSettingsUrl":null,"meetingAddinMiddleTierServiceUrl":null,"meetingAddinMiddleTierSettingsPath":null,"meetingAddinGetTotalMemberCountsPath":null,"meetingAddinEnableUsingEndpointFromAuthService":null,"meetingAddinFileCacheDirectory":null,"meetingAddinConfigCacheName":null,"meetingAddinEndpointOverrideExpirationDelay":null,"meetingAddinMiddleTierAudienceUrl":null,"meetingAddinEnableTLS2ByDefault":true,"meetingAddinEnableTeamsAccountComparison":null,"meetingAddinEnableGetUserIdFromSettingsFile":null,"meetingAddinShowWarningOnTeamsAccountComparisionFail":null,"meetingAddinEnableStampingJoinUrlInMso":false,"meetingAddinEnableJoinLauncherParameters":null,"meetingAddinEnableLobbyOptionsForAddin":true,"meetingAddinEnableLobbyOptionsTestHook":null,"meetingAddinRemoveMAPIPropertiesForConversion":null,"meetingAddinEnableDeserializationIssue":true,"meetingAddinMeetingUrlMismatch":true,"meetingAddinUpdateAutoAdmittersOnWindowOpen":null,"meetingAddinEnableOfficeDataControls":true,"meetingAddinDefaultDiagnosticLevel":2,"meetingAddinEnableAnonJoinBypass":null,"meetingAddinEnableGetJoinUrlFromMeetingItemForMSP":true,"meetingAddinEnableSchedulingServiceErrorCodes":null,"meetingAddinEnableAuthContextInvalidateOnSignOut":null,"meetingAddinEnableMSOSafelinkJoinUrlForMeetingItem":true,"meetingAddinEnableSendMOOnlyIfValueIsDifferent":null,"meetingAddinOutlookSafelinkMinVersion":"16.0.0.11725","meetingAddinEnableMOForOrganizerOnly":null,"meetingaddinEnableParticipantsInInviteeList":null,"meetingAddinDisableSkypeToTeamsConversionWhenOneNoteLinkIsPresent":null,"meetingaddinEnableDelegateFixForRESTBasedSharedCalendar":true,"meetingaddinEnableNavigateMOToBrowser":null,"meetingAddinEnableSanitizeJoinUrl":true,"meetingAddinEnableDomainValidationOnUrl":null,"meetingAddinHostDomianList":null,"meetingAddinEnableUsePostOnMeetingTypeChange":true,"meetingAddinEnableCacheInvalidateOnSignOut":null,"meetingAddinEnableBlockingUpdateMeetingOnMeetingUrlMismatch":true,"meetingAddinDisableSkypeToTeamsConversionWhenSFBIsActive":null,"meetingAddinEnableMatchOnMeetupJoinInMeetingBlob":null,"meetingAddinEnableWAMRequestAuthenticator":true,"meetingAddinWebAccountProviderId":null,"meetingAddinWAMAuthority":"https://login.microsoftonline.com/common","meetingAddinMinWAMOSBuildNumber":null,"meetingAddinEnableAuthenticatorPerRequest":null,"meetingAddinEnableWAMSyncAuthValidation":null,"meetingAddinEnableOAuthOutlookRestartMessage":null,"meetingAddinEnableNewOAuthErrorMessage":null,"meetingAddinEnableLogTeamsRegistryHive":null,"meetingAddinDisableAriaTelemetry":null,"meetingAddinEnableJsonContractResolver":null,"meetingAddinEnableEmbeddedMeetingOptions":true,"meetingAddinEnableDoNotPrintMapiProperty":null,"meetingAddinEnableInspectorReleaseFix":null,"meetingAddinDisableDelegationCheckOnFOthersAppt":null,"meetingAddinBlockTeamsMeetingOnOccurence":false,"meetingAddinEnableMeetNowPrefetch":null,"meetingAddinEnableAuthForEmbeddedMeetingOptions":true,"meetingAddinSpecificMeetingOptionsVersion":null,"meetingAddinEnableClientSideInviteeList":true,"meetingAddinMeetingOptionsDomainOverride":null,"meetingAddinMeetingOptionsDebugQsps":null,"meetingAddinEnableMeetingOptionsRingFromTeams":null,"meetingAddinEnableGetFullApplicationDirectoryPath":null,"meetingAddinMiddleTierAltAudienceUrl":null,"meetingAddinAuthZBaseUrl":null,"meetingAddinAuthZPath":null,"meetingAddinEnableTSAuthCookieForMeetingOptions":true,"meetingAddinMinStableTeamsAddinEMOVersion":"1.0.20275.4","meetingAddinEnableEveryMeetingOnline":true,"meetingAddinEnablePrivateMeetNow":true,"meetingAddinEnableUseCurrentBuildRegistryKey":null,"meetingAddinIgnoreEMOOutlookSetting":null,"meetingAddinOutlookSettingDataRegSubKey":null,"meetingAddinOutlookSettingEMORegKey":null,"meetingAddinEnableAccountComparisonById":false,"meetingAddinDisableEMOOnAccountComparisonFailure":false,"meetingAddinEmbeddedMeetingOptionsSkin":null,"meetingAddinEmbeddedMeetingOptionsAgent":null,"meetingAddinEnableEMOForDelegates":false,"meetingAddinEnableRemoveEMOForSentItems":false,"meetingAddinEnableRemoveTeamsMeetingOnClearedBlob":true,"meetingAddinEnableEmbeddedMeetingOptionsUserAgent":true,"meetingAddinEnableSendingCreateForOccurrenceOfNonTeamsSeries":false,"meetingAddinEnableClearAppointmentPropertiesOnDiscardedDraft":false,"meetingAddinEnableRemoveTeamsMeetingOnClearedBlobForSentItems":false,"meetingAddinEnableRemovingTeamsMeetingOnCancelInvitation":false,"meetingAddinDisableEMOOnDontHostOnlineClick":false,"meetingAddinEnableBlockingWebBrowserShortcuts":false,"meetingAddinEnableStoringTeamsMeetingUrlOnOutlook":false,"meetingAddinEnableRemovingTeamsMeetingUrlFromOutlook":false,"meetingAddinEnableSupportForO365GroupCalendar":true,"meetingAddinEnableSpeedyMeetings":true,"meetingAddinOutlookCalendarOptionRegPath":null,"meetingAddinOutlookShortenEventsRegKey":null,"meetingAddinEndEarlyLongRegKey":null,"meetingAddinEndEarlyShortRegKey":null,"meetingAddinDefaultLongMeetingAdjustmentMinutes":null,"meetingAddinDefaultShortMeetingAdjustmentMinutes":null,"meetingAddinEnableConversationIdTelemetryForRemoveMeetingBlob":false,"meetingAddinOutlookEMOMinVersion":null,"meetingAddinEnableEMOMinOutlookVersionComparison":false,"meetingAddinEMOCheckIfAppointemntIsForAttendee":null}}
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer CheckForChanges Creating new setting TeamsEnvironment in Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsEnvironment changed. Firing change event
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer CheckForChanges Creating new setting TeamsRing in Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsRing changed. Firing change event
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer CheckForChanges Creating new setting TeamsVersion in Microsoft.Teams.MeetingAddin.Settings.TeamsSettingsJsonContainer
2021-06-28-08:41:05.656  4 Info Microsoft.Teams.MeetingAddin.Settings.SettingsBase Container_Changed TeamsVersion changed. Firing change event
